id_speaker	nome	cognome	sesso	legislatura	inizioMandato	fineMandato	tipoMandato	tipoFineMandato	dataNascita	cittaNascita	cittaNascita_geoname	provinciaNascita	nazioneNascita	idCamera	url_scheda
28576	Claudio	De Vincenti	M				other		1948-10-28	Roma	https://www.geonames.org/3169069	Roma	Italia		http://www.senato.it/leg/17/BGT/Schede/Attsen/00028576.htm
30753	Barbara	Degani	F				other		1966-08-11	Torino	https://www.geonames.org/3165523	Torino	Italia		http://www.senato.it/leg/17/BGT/Schede/Attsen/00030753.htm
22973	Sandro	Gozi	M	17	2013-03-15	2018-03-22	deputato		1968-03-25	Sogliano al Rubicone	https://www.geonames.org/3166458	Forlì-Cesena	Italia	http://dati.camera.it/ocd/persona.rdf/p302128	http://www.senato.it/leg/17/BGT/Schede/Attsen/00022973.htm
30109	Cosimo Maria	Ferri	M	18	2018-03-23		deputato		1971-04-17	Pontremoli	https://www.geonames.org/3170191	Massa-Carrara	Italia	http://dati.camera.it/ocd/persona.rdf/p306549	http://www.senato.it/leg/17/BGT/Schede/Attsen/00030109.htm
29295	Maria Elena	Boschi	F	17	2013-03-15	2018-03-22	deputato		1981-01-24	Montevarchi	https://www.geonames.org/3172718	Arezzo	Italia	http://dati.camera.it/ocd/persona.rdf/p306160	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029295.htm
29295	Maria Elena	Boschi	F	18	2018-03-23		deputato		1981-01-24	Montevarchi	https://www.geonames.org/3172718	Arezzo	Italia	http://dati.camera.it/ocd/persona.rdf/p306160	http://www.senato.it/leg/18/BGT/Schede/Attsen/00029295.htm
25522	Sabrina	De Camillis	F				other		1969-08-23	Larino	https://www.geonames.org/3175105	Campobasso	Italia		http://www.senato.it/leg/17/BGT/Schede/Attsen/00025522.htm
22961	Gian Luca	Galletti	M				other		1961-07-15	Bologna	https://www.geonames.org/3181927	Bologna	Italia		http://www.senato.it/leg/17/BGT/Schede/Attsen/00022961.htm
1641	Enrico	Morando	M				other		1950-09-30	Arquata Scrivia	https://www.geonames.org/3182803	Alessandria	Italia		http://www.senato.it/leg/17/BGT/Schede/Attsen/00001641.htm
25563	Pier Paolo	Baretta	M	17	2013-03-15	2018-03-22	deputato		1949-06-29	Venezia	https://www.geonames.org/3164600	Venezia	Italia	http://dati.camera.it/ocd/persona.rdf/p302857	http://www.senato.it/leg/17/BGT/Schede/Attsen/00025563.htm
30751	Vito	De Filippo	M	18	2018-03-23		deputato		1963-08-27	Sant'Arcangelo	https://www.geonames.org/3167374	Potenza	Italia	http://dati.camera.it/ocd/persona.rdf/p306663	http://www.senato.it/leg/17/BGT/Schede/Attsen/00030751.htm
25472	Maria Anna	Madia	F	17	2013-03-15	2018-03-22	deputato		1980-09-05	Roma	https://www.geonames.org/3169069	Roma	Italia	http://dati.camera.it/ocd/persona.rdf/p302789	http://www.senato.it/leg/17/BGT/Schede/Attsen/00025472.htm
25472	Maria Anna	Madia	F	18	2018-03-23		deputato		1980-09-05	Roma	https://www.geonames.org/3169069	Roma	Italia	http://dati.camera.it/ocd/persona.rdf/p302789	http://www.senato.it/leg/18/BGT/Schede/Attsen/00025472.htm
29343	Claudio	Cominardi	M	17	2013-03-15	2018-03-22	deputato		1981-12-09	Calcinate	https://www.geonames.org/3181224	Bergamo	Italia	http://dati.camera.it/ocd/persona.rdf/p305520	http://www.senato.it/leg/18/BGT/Schede/Attsen/00029343.htm
29343	Claudio	Cominardi	M	18	2018-03-23		deputato		1981-12-09	Calcinate	https://www.geonames.org/3181224	Bergamo	Italia	http://dati.camera.it/ocd/persona.rdf/p305520	http://www.senato.it/leg/18/BGT/Schede/Attsen/00029343.htm
33749	Giuseppe	Conte	M				other		1964-08-08	Volturara Appula	https://www.geonames.org/3163956	Foggia	Italia		http://www.senato.it/leg/18/BGT/Schede/Attsen/00033749.htm
4450	Alberto	Giorgetti	M	17	2013-03-15	2018-03-22	deputato		1967-09-08	Verona	https://www.geonames.org/3164526	Verona	Italia	http://dati.camera.it/ocd/persona.rdf/p50160	http://www.senato.it/leg/17/BGT/Schede/Attsen/00004450.htm
29325	Laura	Castelli	F	17	2013-03-15	2018-03-22	deputato		1986-09-14	Torino	https://www.geonames.org/3165523	Torino	Italia	http://dati.camera.it/ocd/persona.rdf/p305525	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029325.htm
29325	Laura	Castelli	F	18	2018-03-23		deputato		1986-09-14	Torino	https://www.geonames.org/3165523	Torino	Italia	http://dati.camera.it/ocd/persona.rdf/p305525	http://www.senato.it/leg/18/BGT/Schede/Attsen/00029325.htm
30107	Domenico	Manzione	M				other		1955-08-10	Forino	https://www.geonames.org/6538781	Avellino	Italia		http://www.senato.it/leg/17/BGT/Schede/Attsen/00030107.htm
29332	Antimo	Cesaro	M	17	2013-03-15	2018-03-22	deputato		1968-09-19	Napoli	https://www.geonames.org/3172391	Napoli	Italia	http://dati.camera.it/ocd/persona.rdf/p305925	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029332.htm
29561	Domenico	Rossi	M	17	2013-03-15	2018-03-22	deputato		1951-05-15	Roma	https://www.geonames.org/3169069	Roma	Italia	http://dati.camera.it/ocd/persona.rdf/p305804	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029561.htm
22911	Enrico	Costa	M	17	2013-03-15	2018-03-22	deputato		1969-11-29	Cuneo	https://www.geonames.org/3177699	Cuneo	Italia	http://dati.camera.it/ocd/persona.rdf/p30154	http://www.senato.it/leg/17/BGT/Schede/Attsen/00022911.htm
22911	Enrico	Costa	M	18	2018-03-23		deputato		1969-11-29	Cuneo	https://www.geonames.org/3177699	Cuneo	Italia	http://dati.camera.it/ocd/persona.rdf/p30154	http://www.senato.it/leg/17/BGT/Schede/Attsen/00022911.htm
21516	Giovanni	Legnini	M	17	2013-03-15	2018-03-22	deputato		1959-01-06	Roccamontepiano	https://www.geonames.org/3169163	Chieti	Italia	http://dati.camera.it/ocd/persona.rdf/p300879	http://www.senato.it/leg/17/BGT/Schede/Attsen/00021516.htm
32989	Jacopo	Morrone	M	18	2018-03-23		deputato		1983-01-23	Forli'	https://www.geonames.org/3176746	Forlì-Cesena	Italia	http://dati.camera.it/ocd/persona.rdf/p307300	http://www.senato.it/leg/18/BGT/Schede/Attsen/00032989.htm
17685	Gianpiero	D'Alia	M	17	2013-03-15	2018-03-22	deputato		1966-09-23	Messina	https://www.geonames.org/2524169	Messina	Italia	http://dati.camera.it/ocd/persona.rdf/p300239	http://www.senato.it/leg/17/BGT/Schede/Attsen/00017685.htm
17877	Luigi	Casero	M	17	2013-03-15	2018-03-22	deputato		1958-06-14	Legnano	https://www.geonames.org/3174921	Milano	Italia	http://dati.camera.it/ocd/persona.rdf/p300398	http://www.senato.it/leg/17/BGT/Schede/Attsen/00017877.htm
21636	Antonello	Giacomelli	M	17	2013-03-15	2018-03-22	deputato		1962-02-17	Prato	https://www.geonames.org/6458618	Prato	Italia	http://dati.camera.it/ocd/persona.rdf/p301056	http://www.senato.it/leg/17/BGT/Schede/Attsen/00021636.htm
21636	Antonello	Giacomelli	M	18	2018-03-23		deputato		1962-02-17	Prato	https://www.geonames.org/6458618	Prato	Italia	http://dati.camera.it/ocd/persona.rdf/p301056	http://www.senato.it/leg/17/BGT/Schede/Attsen/00021636.htm
4521	Lapo	Pistelli	M	17	2013-03-15	2015-07-01	deputato		1964-06-20	Firenze	https://www.geonames.org/3176958	Firenze	Italia	http://dati.camera.it/ocd/persona.rdf/p50185	http://www.senato.it/leg/17/BGT/Schede/Attsen/00004521.htm
22713	Luigi	Bobba	M	17	2013-03-15	2018-03-22	deputato		1955-05-29	Cigliano	https://www.geonames.org/3178709	Vercelli	Italia	http://dati.camera.it/ocd/persona.rdf/p302200	http://www.senato.it/leg/17/BGT/Schede/Attsen/00022713.htm
30113	Marco Flavio	Cirillo	M				other		1960-02-01	Milano	https://www.geonames.org/3173434	Milano	Italia		http://www.senato.it/leg/17/BGT/Schede/Attsen/00030113.htm
25196	Franca	Biondelli	F	17	2013-03-15	2018-03-22	deputato		1957-06-02	Borgomanero	https://www.geonames.org/3181790	Novara	Italia	http://dati.camera.it/ocd/persona.rdf/p303028	http://www.senato.it/leg/17/BGT/Schede/Attsen/00025196.htm
25372	Giuseppe	Berretta	F	17	2013-03-15	2018-03-22	deputato		1970-06-11	Catania	https://www.geonames.org/2525065	Catania	Italia	http://dati.camera.it/ocd/persona.rdf/p302917	http://www.senato.it/leg/17/BGT/Schede/Attsen/00025372.htm
4990	Gennaro	Migliore	M	17	2013-03-15	2018-03-22	deputato		1968-06-21	Napoli	https://www.geonames.org/3172391	Napoli	Italia	http://dati.camera.it/ocd/persona.rdf/p302164	http://www.senato.it/leg/17/BGT/Schede/Attsen/00004990.htm
4990	Gennaro	Migliore	M	18	2018-03-23		deputato		1968-06-21	Napoli	https://www.geonames.org/3172391	Napoli	Italia	http://dati.camera.it/ocd/persona.rdf/p302164	http://www.senato.it/leg/17/BGT/Schede/Attsen/00004990.htm
29360	Federico	D'Incà	M	17	2013-03-15	2018-03-22	deputato		1976-02-10	Belluno	https://www.geonames.org/3182209	Belluno	Italia	http://dati.camera.it/ocd/persona.rdf/p305674	http://www.senato.it/leg/18/BGT/Schede/Attsen/00029360.htm
29360	Federico	D'Incà	M	18	2018-03-23		deputato		1976-02-10	Belluno	https://www.geonames.org/3182209	Belluno	Italia	http://dati.camera.it/ocd/persona.rdf/p305674	http://www.senato.it/leg/18/BGT/Schede/Attsen/00029360.htm
33831	Luciano	Barra Caracciolo	M				other		1959-09-01	Roma	https://www.geonames.org/3169069	Roma	Italia		http://www.senato.it/leg/18/BGT/Schede/Attsen/00033831.htm
17673	Gioacchino	Alfano	M	17	2013-03-15	2018-03-22	deputato		1963-07-12	Sant'Antonio Abate	https://www.geonames.org/3167393	Napoli	Italia	http://dati.camera.it/ocd/persona.rdf/p300378	http://www.senato.it/leg/17/BGT/Schede/Attsen/00017673.htm
29383	Luigi	Di Maio	M	17	2013-03-15	2018-03-22	deputato		1986-07-06	Avellino	https://www.geonames.org/3182649	Avellino	Italia	http://dati.camera.it/ocd/persona.rdf/p305892	http://www.senato.it/leg/18/BGT/Schede/Attsen/00029383.htm
29383	Luigi	Di Maio	M	18	2018-03-23		deputato		1986-07-06	Avellino	https://www.geonames.org/3182649	Avellino	Italia	http://dati.camera.it/ocd/persona.rdf/p305892	http://www.senato.it/leg/18/BGT/Schede/Attsen/00029383.htm
29614	Alessio Mattia	Villarosa	M	17	2013-03-15	2018-03-22	deputato		1981-08-25	Barcellona Pozzo di Gotto	https://www.geonames.org/2525597	Messina	Italia	http://dati.camera.it/ocd/persona.rdf/p306091	http://www.senato.it/leg/18/BGT/Schede/Attsen/00029614.htm
29614	Alessio Mattia	Villarosa	M	18	2018-03-23		deputato		1981-08-25	Barcellona Pozzo di Gotto	https://www.geonames.org/2525597	Messina	Italia	http://dati.camera.it/ocd/persona.rdf/p306091	http://www.senato.it/leg/18/BGT/Schede/Attsen/00029614.htm
32938	Vannia	Gava	F	18	2018-03-23		deputato		1974-06-30	Sacile	https://www.geonames.org/3168730	Pordenone	Italia	http://dati.camera.it/ocd/persona.rdf/p307138	http://www.senato.it/leg/18/BGT/Schede/Attsen/00032938.htm
822	Umberto	Del Basso De Caro	M	17	2013-03-15	2018-03-22	deputato		1953-09-29	Benevento	https://www.geonames.org/3182178	Benevento	Italia	http://dati.camera.it/ocd/persona.rdf/p32910	http://www.senato.it/leg/17/BGT/Schede/Attsen/00000822.htm
822	Umberto	Del Basso De Caro	M	18	2018-03-23		deputato		1953-09-29	Benevento	https://www.geonames.org/3182178	Benevento	Italia	http://dati.camera.it/ocd/persona.rdf/p32910	http://www.senato.it/leg/17/BGT/Schede/Attsen/00000822.htm
29403	Riccardo	Fraccaro	M	17	2013-03-15	2018-03-22	deputato		1981-01-13	Montebelluna	https://www.geonames.org/3173029	Treviso	Italia	http://dati.camera.it/ocd/persona.rdf/p305595	http://www.senato.it/leg/18/BGT/Schede/Attsen/00029403.htm
29403	Riccardo	Fraccaro	M	18	2018-03-23		deputato		1981-01-13	Montebelluna	https://www.geonames.org/3173029	Treviso	Italia	http://dati.camera.it/ocd/persona.rdf/p305595	http://www.senato.it/leg/18/BGT/Schede/Attsen/00029403.htm
18644	Massimo	Bray	M	17	2013-03-15	2015-03-18	deputato		1959-04-11	Lecce	https://www.geonames.org/3174952	Lecce	Italia	http://dati.camera.it/ocd/persona.rdf/p305902	http://www.senato.it/leg/17/BGT/Schede/Attsen/00018644.htm
29376	Carlo	Dell'Aringa	M	17	2013-03-15	2018-03-22	deputato		1940-11-23	Sermide	https://www.geonames.org/3166697	Mantova	Italia	http://dati.camera.it/ocd/persona.rdf/p305532	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029376.htm
30278	Guido	Guidesi	M	17	2013-03-15	2018-03-22	deputato		1979-01-06	Codogno	https://www.geonames.org/3178499	Lodi	Italia	http://dati.camera.it/ocd/persona.rdf/p306582	http://www.senato.it/leg/18/BGT/Schede/Attsen/00030278.htm
30278	Guido	Guidesi	M	18	2018-03-23		deputato		1979-01-06	Codogno	https://www.geonames.org/3178499	Lodi	Italia	http://dati.camera.it/ocd/persona.rdf/p306582	http://www.senato.it/leg/18/BGT/Schede/Attsen/00030278.htm
33834	Alessandra	Pesce	F				other		1969-01-16	Roma	https://www.geonames.org/3169069	Roma	Italia		http://www.senato.it/leg/18/BGT/Schede/Attsen/00033834.htm
29287	Alfonso	Bonafede	M	17	2013-03-15	2018-03-22	deputato		1976-07-02	Mazara del Vallo	https://www.geonames.org/2524205	Trapani	Italia	http://dati.camera.it/ocd/persona.rdf/p306087	http://www.senato.it/leg/18/BGT/Schede/Attsen/00029287.htm
29287	Alfonso	Bonafede	M	18	2018-03-23		deputato		1976-07-02	Mazara del Vallo	https://www.geonames.org/2524205	Trapani	Italia	http://dati.camera.it/ocd/persona.rdf/p306087	http://www.senato.it/leg/18/BGT/Schede/Attsen/00029287.htm
25520	Paola	De Micheli	F	17	2013-03-15	2018-03-22	deputato		1973-09-01	Piacenza	https://www.geonames.org/3171057	Piacenza	Italia	http://dati.camera.it/ocd/persona.rdf/p302856	http://www.senato.it/leg/18/BGT/Schede/Attsen/00025520.htm
25520	Paola	De Micheli	F	18	2018-03-23		deputato		1973-09-01	Piacenza	https://www.geonames.org/3171057	Piacenza	Italia	http://dati.camera.it/ocd/persona.rdf/p302856	http://www.senato.it/leg/18/BGT/Schede/Attsen/00025520.htm
29294	Ilaria	Borletti Dell'Acqua Buitoni	F	17	2013-03-15	2018-03-22	deputato		1955-03-22	Milano	https://www.geonames.org/3173434	Milano	Italia	http://dati.camera.it/ocd/persona.rdf/p306216	http://www.senato.it/leg/17/BGT/Schede/Attsen/00029294.htm
25474	Beatrice	Lorenzin	F	17	2013-03-15	2018-03-22	deputato		1971-10-14	Roma	https://www.geonames.org/3169069	Roma	Italia	http://dati.camera.it/ocd/persona.rdf/p302783	http://www.senato.it/leg/17/BGT/Schede/Attsen/00025474.htm
25474	Beatrice	Lorenzin	F	18	2018-03-23		deputato		1971-10-14	Roma	https://www.geonames.org/3169069	Roma	Italia	http://dati.camera.it/ocd/persona.rdf/p302783	http://www.senato.it/leg/17/BGT/Schede/Attsen/00025474.htm
23029	Andrea	Orlando	M	17	2013-03-15	2018-03-22	deputato		1969-02-08	La Spezia	https://www.geonames.org/3175080	La Spezia	Italia	http://dati.camera.it/ocd/persona.rdf/p301463	http://www.senato.it/leg/17/BGT/Schede/Attsen/00023029.htm
23029	Andrea	Orlando	M	18	2018-03-23		deputato		1969-02-08	La Spezia	https://www.geonames.org/3175080	La Spezia	Italia	http://dati.camera.it/ocd/persona.rdf/p301463	http://www.senato.it/leg/17/BGT/Schede/Attsen/00023029.htm
33838	Armando	Bartolazzi	M				other		1961-02-11	Roma	https://www.geonames.org/3169069	Roma	Italia		http://www.senato.it/leg/18/BGT/Schede/Attsen/00033838.htm
